id,barcode,expirationDate,price,category,quantity,name,stock,minStock,img,profitMargin,costPrice
657,6.29111E+12,2/1/28,52,tab,,Zinnat 500 10tab,2.00,1.00,,30,
658,7.29E+12,,35,cream,,U lactin DR fisher 10% 75ml,1.00,1.00,,30,
659,8.68252E+12,2/1/28,40,cosmatic,,Selerex Antidandrof Shampoo 200ml,1.00,1.00,,30,
660,,,22,syrup,,Prospan syrup 10ml,1.00,1.00,,30,
661,,,23,susp,,Moclav 250mg 100ml,2.00,1.00,,30,
662,,,58,TAB,,J DEE 500000 12TAB,0.00,1.00,,30,
663,6.25159E+12,1/1/27,40,drop,,FLOXIN-HC Otic ear drop,2.00,1.00,,30,
664,,,21,susp,,Clamoxin 25mg 100 ml susp,2.00,1.00,,30,
665,,,25,syrup,,Allow syrup 15mg 60ml,1.00,1.00,,30,
666,,,48,drop,,vigamox ,2.00,1.00,,30,
667,,,55,tab,,Neurogard 600mg 30tab,0.00,1.00,,30,
668,6.22108E+12,9/1/27,40,inh,,Forbudes 60cap,2.00,1.00,,30,
669,,,35,tab,,Artixiban 2.5 tab 30tab,3.00,1.00,,30,
670,,,35,tab,,artixiban 5 tab 30tab,3.00,1.00,,30,
671,6.22108E+12,9/1/27,23,spray,,Ticanase plus nasal spray,3.00,1.00,,30,
672,6.22108E+12,10/1/27,17,spray,,Ticanase  nasal spray,2.00,1.00,,30,
673,6.22103E+12,9/1/26,25,drop,,Ojoblick 1% eye drop,5.00,1.00,,30,
674,0,7/1/26,25,tab,,Corvibeak 20cap  7/26,2.00,1.00,,30,
675,,,9.5,cream,,ACRETIN.25%,12.00,1.00,,30,
676,,,9.5,cream,,ACRETIN.05%,19.00,1.00,,30,
677,,,0,tab,,sartan 50 30tab,0.00,1.00,,30,
678,,,18,tab,,Panadol advance  24 tab,0.00,1.00,,30,
679,,,3,other,,كفات غسيل لارج,15.00,1.00,,30,
680,,,3,other,,كفات غسيل ميديم,13.00,1.00,,30,
681,,,3,other,,Hydrocolloid  spot ,9.00,1.00,,30,
682,,,1.2,other,,شاش عمليات 10*25 سم ,20.00,1.00,,30,
683,,,0.75,other,,بلاستر 10*10,183.00,1.00,,30,
684,,,0.5,other,,eye patch,74.00,1.00,,30,
685,,,7,other,,sheer spot  ,4.86,1.00,,30,
686,,,1,other,,Urin bage new,50.00,1.00,,30,
687,6.22401E+12,5/1/27,40,cap,,VITATRON 30 CAP,0.33,1.00,,30,
688,6.22301E+12,2/1/28,35,tab,,SIRDALUD 4MG 30TAB,2.75,1.00,,30,
689,6.22401E+12,10/1/26,7,tab,,kemporic 20mg tandalafil 20mg 1tab,4.00,1.00,,30,
690,6.22401E+12,7/1/27,45,tab,,CHROMAX CAP,2.00,1.00,,30,
691,6.297E+12,4/17/26,15,eye gel,,Liposic Eye gel 10gm,4.00,1.00,,30,
692,,,20,cosmatic,,asse hair color ,17.00,1.00,,30,
693,8.00654E+12,2/1/28,10,cosmatic,,Head &soulder shampoo 350ml,9.00,1.00,,30,
694,,,15,cosmatic,,Vasline hand&nail cream 200ml,4.00,1.00,,30,
695,,,18,cosmatic,, بودرة معطرة ,0.00,1.00,,30,
696,,,32,cosmatic,,B 12 ANTI DANDRUF SHAMPOO 500ML,1.00,1.00,,30,
697,,,41,cosmatic,,B12 HAIR MASK,1.00,1.00,,30,
698,,,13,cosmatic,,زيت جونسون ايطالي ,1.00,1.00,,30,
699,,,11,cosmatic,,HAND CREAM SADOR ,8.00,1.00,,30,
700,,,12,cosmatic,,OLD SPICE DEO STICK,5.00,1.00,,30,
701,8.69901E+12,12/1/29,12.5,cosmatic,,AMORE BODY WACH,8.00,1.00,,30,
702,,,5.42,cosmatic,,SWEET مسك الطهارة ,21.00,1.00,,30,
703,,,27.86,milk,,Similac Gold 2,0.00,1.00,,30,
704,,,20,milk,,Similac Gold 3,0.00,1.00,,30,
705,,,37.5,milk,,France lait 1,0.00,1.00,,30,
706,,,35,milk,,France lait 2,0.00,1.00,,30,
707,,,29,milk,,Hero  milk 1,0.00,1.00,,30,
708,,,29,milk,,Hero milk 2,0.00,1.00,,30,
709,,,30,milk,,Celia 1,0.00,1.00,,30,
710,,,30,milk,,Celia2,1.00,1.00,,30,
711,,,20,milk,,Lacto milk 1,0.00,1.00,,30,
712,,,20,milk,,Lacto milk 2,0.00,1.00,,30,
713,,,30,milk,,MIMI lac 1,0.00,1.00,,30,
714,,,30,milk,,MIMI lac 2,0.00,1.00,,30,
715,,,115,cosmatic,,photoderm 100,0.00,1.00,,30,
716,,,115,cosmatic,,photoderm 50,0.00,1.00,,30,
717,6.223E+12,12/1/28,15,eye drop,,idolox eye drop,5.00,1.00,,30,
718,,,6.5,cream,,zinc oxid cream,1.00,1.00,,30,
719,,,100,other,,nebulizer,0.00,1.00,,30,
720,,,18,other,,ترموميتر زئبقي,5.00,1.00,,30,
721,,,5,other,,رضاعة pink,0.00,1.00,,30,
722,,,9.6,other,,Carefree  56,3.00,1.00,,30,
723,,,6.875,other,,always value pack 16 p,16.00,1.00,,30,
724,,,3.3334,other,,ورق معطر,16.00,1.00,,30,
725,,,3,other,,Dettol soap 115gm,12.00,1.00,,30,
726,,,2.5,other,,Dove soap 90 g,0.00,1.00,,30,
727,,,10.5,cosmatic,,Axe spray new,-1.00,1.00,,30,
728,,,11.5,cosmatic,,Nivea spray,11.00,1.00,,30,
729,,,11.5,cosmatic,,Rexona spray,1.00,1.00,,30,
730,,,0,tab,,Amlodopin 5 tab,0.00,1.00,,30,
731,,,0,tab,,Alkapress 160/10,0.00,1.00,,30,
732,3.58291E+12,5/1/28,35,tab,,Xatral XL 10mg  30tab,5.00,1.00,,30,
733,8.71869E+12,1/1/27,65,tab,,Vesicare 5mg 30 tab,1.00,1.00,,30,
734,,,13,cosmatic,,RASPBERRY سنفرة,1.00,1.00,,30,
735,,,7.75,other,,مشد يد بحديدة,2.00,1.00,,30,
736,,,14,amp,,neurovit amp 6amp,9.13,1.00,,30,
737,6.22301E+12,3/1/27,43,tab,,Blokatens HCT 160/10/25  28mg,4.00,1.00,,30,
738,6.22301E+12,3/1/28,32,tab,,Blokatens HCT 160/10  28mg,5.00,1.00,,30,
739,6.22301E+12,7/1/28,32,tab,,Blokatens HCT 160/5  28mg,3.00,1.00,,30,
740,,,4,amp,,Scobutyl  1amp,7.00,1.00,,30,
741,6.2911E+12,7/1/26,16,cream,,MEBO CREAM 15GM,2.00,1.00,,30,
742,6.22201E+12,7/1/27,9,tab,,panadol cold and flu 24 tab,7.67,1.00,,30,
743,,,6.8,oil,,زيت الحواج  سمسم 30 مل,10.00,1.00,,30,
744,,,6.8,oil,,زيت الحواج البركة  30 مل,12.00,1.00,,30,
745,,,6.8,oil,,زيت الحواج اللوز الحلو 30 مل,10.00,1.00,,30,
746,,,6.8,oil,,زيت الحواج روزماري  30 مل,8.00,1.00,,30,
747,,,35,cosmatic,,Neutrogena HYDRO Boost cleanser 200 ml,0.00,1.00,,30,
748,,,0,tab,,Renne ,1.00,1.00,,30,
749,6.223E+12,8/1/28,15,lotion,,Borgaso lotion,3.00,1.00,,30,
750,0,3/1/28,44,tab,,co diovan 160/25 28 tab,2.00,1.00,,30,
751,0,4/1/28,33,tab,,co diovan 80/12.5,2.00,1.00,,30,
752,7.61342E+12,4/1/28,100,tab,,Exforage 160/10,1.00,1.00,,30,
753,7.61342E+12,3/1/28,100,tab,,Exforage 160/5,2.00,1.00,,30,
754,7.61342E+12,3/1/28,95,tab,,Exforage 80/5,1.00,1.00,,30,
755,,,20,syrup,,sansovit syrup,3.00,1.00,,30,
756,6.223E+12,8/1/28,27,tab,,Vastril Mr 30tab,2.00,1.00,,30,
757,,,3,other,,فحص حمل جديد,34.00,1.00,,30,
758,,,0,tab,,aspirin 75mg,0.00,1.00,,30,
759,,,0.2,other,,شاش 5*5 معقم,72.00,1.00,,30,
760,,,0.35,other,,شاش 10*10 معقم,50.00,1.00,,30,
761,,,4,other,,شاش 5*5 غير معقم,1.00,1.00,,30,
762,,,1.5,other,,شاش لفاف 8سم مطاط,11.00,1.00,,30,
763,,,3,other,,قطن جروح bata,0.00,1.00,,30,
764,,,8,other,,betaseptine 125ml,3.00,1.00,,30,
765,6.22108E+12,6/1/28,8,supp,,AMRIZOLE N  Vaginal supp,5.00,1.00,,30,
766,6.22103E+12,3/1/28,15,tab,,Betacor 80 mg 30 tab,2.00,1.00,,30,
767,6.224E+12,8/1/28,18,spra,,Bivatracin spray 150ml,4.00,1.00,,30,
768,6.22401E+12,11/1/27,20,cap,,C Zinc cap 30cap,4.67,1.00,,30,
769,8.4015E+11,1/31/28,52,tab,,CARDURA XL 4MG 28TAB,1.00,1.00,,30,
770,6.223E+12,8/25/28,10,tab,,Carvid 6.25mg 30tab,3.00,1.00,,30,
771,6.22103E+12,8/1/28,15,tab,,Dosin 4mg 20tab,2.00,1.00,,30,
772,6.224E+12,2/1/28,120,tab,,Femapent 2.5mg(parlodel)  30tab,2.00,1.00,,30,
773,6.22401E+12,10/1/28,25,cap,,Itrafungex 100mg (itraconazole) 15 cap,2.00,1.00,,30,
774,6.223E+12,10/1/28,12,cap,,kellagon   20cap,2.00,1.00,,30,
775,6.22103E+12,7/1/27,6,drop,,Otal ear drop,3.00,1.00,,30,
776,6.22105E+12,8/1/28,5,drop,,Otrivin adult drop,2.00,1.00,,30,
777,6.22115E+12,7/1/28,11.333,cap,,VITAMIN E 1000MG 24 CAP,4.50,1.00,,30,
778,6.22115E+12,10/1/28,14,tab,,CIPROFAR 750mg 10tab,3.00,1.00,,30,
779,6.223E+12,9/1/28,15,tab,,Tariflox 400mg 10tab,2.00,1.00,,30,
780,6.22132E+12,9/1/27,11,drop,,FLUCA Eye drop,4.00,1.00,,30,
781,,,32,other,,مشد ظهر,0.00,1.00,,30,
782,,,12,other,,مشد كوع,0.00,1.00,,30,
783,,,8,other,,Oral b toothفرشاة اسنان فحم عرض 4 ,3.00,1.00,,30,
784,,,40,cosmatic,,Hydo boost neutrogena gel,1.00,1.00,,30,
785,,,23,cosmatic,,hair wax 250 gm,5.00,1.00,,30,
786,,,14,other,,Gillette venus 3 ,8.00,1.00,,30,
787,,,14,other,,Gillette blue 3,4.00,1.00,,30,
788,,,7,cosmatic,,vaboruv فكس,6.00,1.00,,30,
789,,,18,cosmatic,,always daily ,4.00,1.00,,30,
790,,,0,tab,,crestocan 10 mg,2.00,1.00,,30,
791,,,37,milk,,Similac gold 1 egy,0.00,1.00,,30,
792,,,35.5,milk,,similac gold 2 egy,5.00,1.00,,30,
793,,,125,cosmatic,,frezzy derm ,0.00,1.00,,30,
794,6.224E+12,10/1/28,9,tab,,steronate 5mg,8.00,1.00,,30,
795,,,0,tab,,lozratan 28 tab,0.00,1.00,,30,
796,,,2.5,tab,,Paracetamol 500 10tab,55.00,1.00,,30,
797,,,6,syrup,,Cetal 250 susp,0.00,1.00,,30,
798,4.0085E+12,4/1/28,17,tab,,CYCLO-PROGENOVA 21 TAB,10.00,1.00,,30,
799,,,8,SUSP,,FLAGYL 125 SUSP,5.00,1.00,,30,
800,,,48,tab,,limitess conceive Q 30 tab,0.00,1.00,,30,
801,6.22151E+12,11/1/27,9,cream,,sediproct rectal cream,5.00,1.00,,30,
802,6.22201E+12,9/1/28,8,CAP,,POWER CAPS,2.50,1.00,,30,
803,6.22107E+12,8/1/28,9,TAB,,SPECTONE 25 MG 20TAB,5.00,1.00,,30,
804,,,6,syrup,,Megafen 100mg syrup,1.00,1.00,,30,
805,,,25,other,,بامبرز مسنين,4.00,1.00,,30,
806,,,24,tab,,Cidamox 250 tab 20tab ,3.00,1.00,,30,
807,,,0,,,omeprazol 20,0.00,1.00,,30,
808,,,12,other,,شفر فلامينجو حريمي,6.00,1.00,,30,
809,,,44,cosmatic,,DIADERMINE  NIGHT,1.00,1.00,,30,
810,,,44,cosmatic,,DIADERMINE  DAY,1.00,1.00,,30,
811,,,44,cosmatic,,DIADERMINE  FOR EYE ,2.00,1.00,,30,
812,8.70022E+12,1/1/29,15.5,cosmatic,,PANTENE SHAMPOO,4.00,1.00,,30,
813,,,34,cosmatic,,SENCE FACE WASH,1.00,1.00,,30,
814,,,34,cosmatic,,SENCE FACE AND BODY LOTION,1.00,1.00,,30,
815,7.29001E+12,10/18/28,27,cosmatic,,TO-ME ARGAN SHAMPOO,6.00,1.00,,30,
816,6.25351E+12,9/27/28,27,cosmatic,,TO-ME BABY SHAMPOO,2.00,1.00,,30,
817,6.22535E+13,10/14/28,27,cosmatic,,JOJOBA SHAMPOO,2.00,1.00,,30,
818,,,27,cosmatic,,JOJOBA CREAM &WAX,1.00,1.00,,30,
819,,,25,cosmatic,,B12 HAIR SERUM,0.00,1.00,,30,
820,,,34,cosmatic,,SENCE BODY AND FACE CREAM,2.00,1.00,,30,
821,,,20,cosmatic,,VC FOUNDATIION,1.00,1.00,,30,
822,,,35,cosmatic,,VC SCRUP,2.00,1.00,,30,
823,,,35,cosmatic,,V C FACE WASH,2.00,1.00,,30,
824,6.223E+12,1/1/29,21,tab,,vomibreak  30 tab,3.67,1.00,,30,
825,,,8,cream,,allerzon cream,1.00,1.00,,30,
826,6.22106E+12,9/1/28,15,tab,,cinnarazin 25,2.00,1.00,,30,
827,6.22108E+12,1/1/29,15,spray,,closol spray,2.00,1.00,,30,
828,,,16,cream,,fakto cream,4.00,1.00,,30,
829,6.223E+12,6/1/28,12,tab,,inderal 10,1.00,1.00,,30,
830,6.223E+12,5/1/27,18,tab,,inderal 40,2.00,1.00,,30,
831,6.22401E+12,12/1/28,24,tab,,iverzin 6,2.00,1.00,,30,
832,6.22103E+12,9/1/27,20,tab,,lactodil,1.00,1.00,,30,
833,6.223E+12,11/1/28,24,tab,,magnisum plus tab,4.00,1.00,,30,
834,6.22103E+12,11/1/27,8,drop,,Nystatin drop,1.00,1.00,,30,
835,6.22109E+12,11/1/27,10,tab,,omez 20,0.21,1.00,,30,
836,6.22105E+12,10/1/27,10,cream,,Zovirax cream,3.00,1.00,,30,
837,6.224E+12,12/1/28,25,doush,,Gold plus v doush,1.00,1.00,,30,
838,6.223E+12,8/1/28,10,tab,,Powerecta 20 mg,5.00,1.00,,30,
839,4.24891E+12,1/1/29,60,tab,,avodart .5mg,2.00,1.00,,30,
840,6.223E+12,8/1/28,75,tab,,procolan 5mg,1.00,1.00,,30,
841,,,24,tab,,kapron,1.00,1.00,,30,
842,6.22108E+12,1/1/27,10,tab,,senalax ,3.00,1.00,,30,
843,,,12,tab,,calcium d3 f,0.00,1.00,,30,
844,6.223E+12,11/1/28,15,tab,,coenzyme Q10,1.00,1.00,,30,
845,,,12,tab,,amigran new,0.00,1.00,,30,
846,,,25,spray,,nasonix.05% spray,1.00,1.00,,30,
847,6.22106E+12,11/1/28,9,tab,,lidocain spray,2.00,1.00,,30,
848,,,,tab,,flamotal 600,0.00,1.00,,30,
849,6.223E+12,2/1/27,40,tab,,Multirelax 10mg 20tab,3.00,1.00,,30,
850,8.906E+12,6/1/26,3,tab,,Enalopril 10mg 6/26,4.00,1.00,,30,
851,,,1,tab,,metformin 500mg 10tab,4.00,1.00,,30,
852,,,10,cream,,Acyclovir 5% cream,3.00,1.00,,30,
853,,,11,tab,,brufen400 30tab,1.30,1.00,,30,
854,6.22401E+12,11/1/27,25,CAP,,CAL-MAG-D CAP,3.00,1.00,,30,
855,0,11/1/27,25,tab,,CAL MAG JOINT,2.00,1.00,,30,
856,6.22401E+12,8/1/28,23,tab,,CAL MAG TAB,2.67,1.00,,30,
857,6.22401E+12,10/1/28,27,tab,,Carnivita forte,1.00,1.00,,30,
858,6.223E+12,10/1/27,12.5,eff,,Catafast50 9sachet,4.67,1.00,,30,
859,6.22103E+12,8/1/27,6.5,eye drop,,Dexatobrin Eye Susp. Drops 5 Ml NEW,4.00,1.00,,30,
860,6.22301E+12,11/1/26,65,CAP,,FORADIL 12MCG 60CAP,1.00,1.00,,30,
861,6.224E+12,8/1/27,10,eye gel,,GANVIR EYE .15% EYE GEL,5.00,1.00,,30,
862,6.223E+12,12/1/27,10.9,cream,,GYNOCONAZOL 4%MG V CREAM,1.00,1.00,,30,
863,6.223E+12,12/1/28,17,tab,,LAMIFEN 250MG 14 TAB,2.00,1.00,,30,
864,6.22301E+12,12/1/27,28,CAP,,LIMITESS OMEGA 30CAP,1.00,1.00,,30,
865,6.22301E+12,12/1/27,27,tab,,LIMITESS OSTEODENSE 30tab,1.00,1.00,,30,
866,6.223E+12,8/1/28,18,tab,,LORNEXICAM 8 MG30TAB,10.00,1.00,,30,
867,6.223E+12,10/1/28,20,tab,,MOXIFLOX 400 TAB 10TAB,2.00,1.00,,30,
868,,,12.5,eff,,MUCOBRAVE 600MG EFF,1.00,1.00,,30,
869,3.58291E+12,6/1/27,18,spray,,NASOCORT AQ NASAL SPRAY,2.00,1.00,,30,
870,6.224E+12,8/1/28,7,eye dop,,Orchapred 1% 10 ml Drop NEW,7.00,1.00,,30,
871,6221206702370210,9/1/27,6.5,drop,,SIMETHICONE DROP,2.00,1.00,,30,
872,6.22401E+12,10/1/27,18,tab,,SUPRAX 400 MG NEW,1.00,1.00,,30,
873,,,6.5,eye drop,,TOBRIN EYE DROP,5.00,1.00,,30,
874,6.224E+12,5/1/27,7.55,eye drop,,TRILLERG EYE DROP,4.00,1.00,,30,
875,6.22104E+12,12/1/28,63.5,eff,,URALYT-U EFF 280GM,2.00,1.00,,30,
876,,,10,syrup,,URIPAN SYRUP,2.00,1.00,,30,
877,6.223E+12,11/1/28,14,tab,,VARDENORECT 20 8TAB,4.38,1.00,,30,
878,6.22401E+12,9/1/28,46,cream,,SCARO PLUS NEW,1.00,1.00,,30,
879,6.223E+12,11/24/27,9,CAP,,ANTIFLU CAP NEW,1.25,1.00,,30,
880,6.22401E+12,4/24/27,11,tab,,BRILLIANT 8  TAB NEW,11.25,1.00,,30,
881,,,8.5,tab,,FASTel 120tab  fexofenadine120 NEW,0.00,1.00,,30,
882,,,7,supp,,Gylcerin infant supp 5supp,8.00,1.00,,30,
883,0,10/1/27,0,tab,,diovan 80 28tab,0.50,1.00,,30,
884,,,0,tab,,diovan 160  28tab,0.00,1.00,,30,
885,,,10,tab,,Anafranil 25 tab new,0.00,1.00,,30,
886,6.224E+12,11/1/28,20,cap,,Feroglobin B12 30cap 2strip,2.50,1.00,,30,
887,0,12/1/27,28,tab,,Kindofer 30tab ,2.00,1.00,,30,
888,6.224E+12,11/17/28,14,drop,,Alphanova plus eye drop,2.00,1.00,,30,
889,6.22103E+12,9/1/28,15,tab,,Arythrex 200mg 20cap celecoxib new,6.25,1.00,,30,
890,6.22108E+12,5/1/28,12,other,,Betadin vaginal douch 120ml,5.00,1.00,,30,
891,6.22116E+12,5/1/28,13,tab,,Deltavit b12 30tab sub lingual,2.00,1.00,,30,
892,6.22301E+12,9/1/27,7,eye oint,,Co avazir eye oint,5.00,1.00,,30,
893,6.22301E+12,12/1/27,16,tab,,centravita Magnesium 20tab,3.00,1.00,,30,
894,,,10,tab,,concor 2.5 mg  30tab,6.00,1.00,,30,
895,3.5643E+12,11/1/27,17,spray,,physiomer baby nasal spray,2.00,1.00,,30,
896,8.90114E+12,5/1/28,11.333,tab,,Cystone 60 Tab new,3.00,1.00,,30,
897,,,10,amp,,Cidoctenone 250mg amp 1 amp,10.00,1.00,,30,
898,6.221E+12,7/1/27,85,tab,,Bispyller 120Tab new,3.80,1.00,,30,
899,5.00046E+12,8/1/27,5.2,amp,,Pulmacort ,16.00,1.00,,30,
900,,,7.25,tab,,Congestal tab new ,0.00,1.00,,30,
901,6.223E+12,7/1/27,22,tab,,Vondalous 20mg 20tab,2.00,1.00,,30,
902,,,0,tab,,Amlodopin 5 tab teva,0.00,1.00,,30,
903,,,7.5,tab,,co amoxiclav 625 10tab,0.00,1.00,,30,
904,6.22301E+12,9/1/28,20,drop,,POLYFRESH ADVANCE DROP,3.00,1.00,,30,
905,6.22301E+12,2/1/28,13,supp,,FAKTO SUPP 8 supp,5.00,1.00,,30,
906,5.00046E+12,9/1/26,60,TAB,,NEXIUM 40 28TAB NEW,2.50,1.00,,30,
907,5.00046E+12,8/1/26,50,tab,,NEXIUM 20 28TAB NEW,1.25,1.00,,30,
908,6.22103E+12,1/1/29,7,tab,,VERMAZOL TAB 6TAB ,2.00,1.00,,30,
909,6.22107E+12,11/1/29,8,tab,,ANALLERGE 4MG 60TAB new,2.55,1.00,,30,
910,6.224E+12,11/1/28,45,CAP,,PRIMOROSE OIL 30CAP,1.00,1.00,,30,
911,,,,cap,,omepra free,0.00,1.00,,30,
912,,,2,tab,,trufen 400 free ,1.00,1.00,,30,
913,,,1,tab,,paracetamol 500 free,0.00,1.00,,30,
914,,,2,tab,,hysin (buscopan) free,0.00,1.00,,30,
915,6.22115E+12,10/1/26,16,tab,,cerebrcetam 800 mg,1.67,1.00,,30,
916,,,20,milk,,confilac 1,0.00,1.00,,30,
917,,,15,cap,,coxib200 10cap,18.00,1.00,,30,
918,,,5,other,,لاصق 10سم,0.00,1.00,,30,
919,6.223E+12,11/1/27,7,supp,,glycerin child supp,2.60,1.00,,30,
920,,,6,other,,عضاضة اشكال,5.00,1.00,,30,
921,,,4,other,,قطن جروح 50جرام,6.00,1.00,,30,
922,,,11,other,,حلمة سيليكون,4.00,1.00,,30,
923,,,9,other,,فرشاية تقويم,4.00,1.00,,30,
924,,,11,other,,ميزان حرارة الكتروني ,2.00,1.00,,30,
925,,,12,other,,فوط حليب,3.00,1.00,,30,
926,,,11,other,,شفاط انف,5.00,1.00,,30,
927,,,5,other,,ليفة اطفال,0.00,1.00,,30,
928,,,2,other,,نكاشات اسنان ,6.00,1.00,,30,
929,,,11,other,,شفاط حليب,5.00,1.00,,30,
930,,,17.5,other,,gloves black new,1.00,1.00,,30,
931,,,8,other,,زنك اوكسيد 7سم,6.00,1.00,,30,
932,,,18,other,,رضاعة زجاج كبيرة,4.00,1.00,,30,
933,,,11,other,,رضاعة اعشاب 45 مل,3.00,1.00,,30,
934,,,6.5,other,,فرشاة رضاعة ,2.00,1.00,,30,
935,,,5.5,other,,معلقة سيليكون,2.00,1.00,,30,
936,,,14,other,,رضاعة كاميرا صغير,0.00,1.00,,30,
937,,,6.5,other,,لهاية  Bubbels,5.00,1.00,,30,
938,,,7,other,,قصافة,8.00,1.00,,30,
939,,,9,cosmatic,,زيت الحواج زيت خروع 30مل,9.00,1.00,,30,
940,,,9,cosmatic,,زيت  الحواج  زيت القرع 30 مل,5.00,1.00,,30,
941,,,9,cosmatic,,زيت الحواج زيت الصبار 30مل,3.00,1.00,,30,
942,,,38,cosmatic,,neutrogina cream,2.00,1.00,,30,
943,,,35,cosmatic,,wella hair spray,2.00,1.00,,30,
944,3.57467E+12,8/1/26,18,cosmatic,,شامبو جونسون  750 مل,4.00,1.00,,30,
945,,,20,cosmatic,,صبغة شامبو,3.00,1.00,,30,
946,,,20,cosmatic,,vasline lotion  فواكه,2.00,1.00,,30,
947,,,0,tab,,Hydrochlorothiazid 25(10 Tab),0.00,1.00,,30,
948,,,5.4,drop,,Otrivin baby saline drop new,8.00,1.00,,30,
949,,,7,lotion,,Calamina lotion ,0.00,1.00,,30,
950,,,7,syrup,,Codilar syrup,4.00,1.00,,30,
951,6.225E+12,11/1/27,16,cap,,cranby 20 cap,2.00,1.00,,30,
952,,,11,amp,,depovit amp 5amp new,3.40,1.00,,30,
953,,,9,cream,,FUCIDIN CREAM 15MG new,6.00,1.00,,30,
954,6.223E+11,8/1/28,6,supp,,Gynozol  400 3sup,4.00,1.00,,30,
955,,,5,cream,,kenakomb new,10.00,1.00,,30,
956,6.22301E+12,9/1/28,5,DROP,,Otrivin adult drop NEW,2.00,1.00,,30,
957,6.223E+12,10/1/28,8,SPRY,,MANOVIPERCAINE SPRAY ,3.00,1.00,,30,
958,,,6,SYRUP,,PHENADONE NEW,5.00,1.00,,30,
959,6.223E+12,10/1/28,24,TAB,,TIRATAM 500MG 30TAB NEW,3.00,1.00,,30,
960,,,5,drop,,VI DROPE NEW,9.00,1.00,,30,
961,,,7,OTHER,,محلول ملحي جديد,5.00,1.00,,30,
962,,,12,cap,,AZITHROMYCIN-AUG 500 MG 12 cap,2.00,1.00,,30,
963,6.224E+12,8/1/27,40,TAB,,BISMUTH OXIDE 120MG 56 TAB,1.00,1.00,,30,
964,,,14,TAB,,RUMAXIMAP 120MG 10TAB,0.00,1.00,,30,
965,,,14,EFF POW,,Acetyl cistain 200mg 10 sachets NEW,0.00,1.00,,30,
966,,,8,AMP,,ADOLOR 30MG 3AMP(KETROLAC),3.00,1.00,,30,
967,6.22301E+12,11/1/27,15,TAB,,Anselacox 120Mg 10 Tab (Etoricoxib) NEW,6.50,1.00,,30,
968,6.223E+12,7/1/26,8,TAB,,Amaryl 1mg,2.00,1.00,,30,
969,,,9,tab,,ASPIRIN PROTECT 100 MG 30 ,0.00,1.00,,30,
970,,,8,AMP,,DEXAMETHASONE-5 amp  NEW,1.40,1.00,,30,
971,6.22103E+12,8/1/28,10,tab,,dosin 2mg 20 tab,2.00,1.00,,30,
972,6.22103E+12,10/1/27,12,tab,,Epicopred 20 mg 20 orodispersible  NEW,5.00,1.00,,30,
973,6.22108E+12,9/1/28,9,TAB,,Histazine-1 10 mg20 tabs NEW,1.50,1.00,,30,
974,,,7,syrup,,IVY ACETYL CYSTEINE SYRUP ,5.00,1.00,,30,
975,6.222E+12,9/1/28,25,cosmatic,,Ketoral Shampoo,2.00,1.00,,30,
976,4.01934E+12,6/1/28,6,tab,,Norgesic 20 tab NEW,6.00,1.00,,30,
977,8.71869E+12,12/1/27,40,tab,,Omnic ocas 0.4 mg 30 prolonged ,1.00,1.00,,30,
978,6.224E+12,9/1/28,31,tab,,Osteocare 30 tabs,2.00,1.00,,30,
979,6.223E+12,9/1/28,16,tab,,pepon plus,2.00,1.00,,30,
980,6.223E+12,1/1/27,40,tab,,Plavix 75mg 28 tablets,2.00,1.00,,30,
981,6.224E+12,8/1/28,60,tab,,Rivarospire 20 mg 28 f.c.tabs,1.00,1.00,,30,
982,6.22301E+12,11/1/27,30,tab,,Thiotacid 600 Original,0.33,1.00,,30,
983,6.22106E+12,9/1/28,10,INH,,VENTAL INHALER 100 ,5.00,1.00,,30,
984,6.22401E+12,7/1/28,12,tab,,VIRECTA 100 MG 12 F.C.TABS.,4.25,1.00,,30,
985,,,1,amp,,Metclopromid  amp,4.00,1.00,,30,
986,,,15,other,,شاش 10*10 غير معقم,1.00,1.00,,30,
987,4.0085E+12,1/1/27,18,tab,,Yasmine tab new,9.00,1.00,,30,
988,,,0,tab,,Famotidin 40 10tab,2.80,1.00,,30,
989,6.22401E+12,1/1/29,15.24,lotion,,Ectomethrin lotion new,18.00,1.00,,30,
990,6.223E+12,10/1/27,15,cap,,Royal Jelly 1000mg 12cap,3.00,1.00,,30,
991,6.223E+12,8/25/28,10,syrup,,Allvent syrup,3.00,1.00,,30,
992,6.22109E+12,12/1/28,7,CAP,,OCTOZINC CAP 20CAP,4.50,1.00,,30,
993,,,0,tab,,Amlodopin 5mg  28tab,0.00,1.00,,30,
994,,,8,susp,,Rame zithro 200/5ml  15ml,17.00,1.00,,30,
995,,,10,susp,,Xerexomair 100mg/5ml ,10.00,1.00,,30,
996,,,40,milk,,Similac gold  1  nour,0.00,1.00,,30,
997,,,10,syrup,,xilone 5mg/5ml new,5.00,1.00,,30,
998,,,7,susp,,vermazol susp new,5.00,1.00,,30,
999,6.223E+12,12/1/27,12,cream,,Tritospot cream,5.00,1.00,,30,
1000,6.224E+12,11/1/28,12,tab,,Parofen 30tab,2.50,1.00,,30,
1001,6.22115E+12,12/1/28,8,sol,,Farcolin solution,4.00,1.00,,30,
1002,,,0,cream,,dr wound,0.00,1.00,,30,
